id	long	lat	nombre	sucursal	telefonos	mail	calle	altura	piso_dpto	calle_cruce	barrio	comuna	codigo_postal	codigo_postal_argentino
452	-58.4513059997055	-34.6270122157741	Banco Santander Rio	Sucursal 226 - Pedro Goyena	4116-1400		ALBERDI JUAN BAUTISTA AV	1617			Caballito	6	1406	C1406GRF
316	-58.5017153874862	-34.6509965977268	Standard Bank	Sucursal 513 - Mataderos	4682-4435/4682-5502/4682-9231/4682-5178/4683-4240		ALBERDI JUAN BAUTISTA AV	5754			Mataderos	9	1440	C1440AAV
253	-58.5028284945761	-34.6517433834649	Banco Galicia	Sucursal 28 - Mataderos Norte	4635-6576/4635-3652/4635-2846/4683-3831		ALBERDI JUAN BAUTISTA AV	5859			Mataderos	9	1440	C1440AAJ
222	-58.4960990872432	-34.6458202504396	Banco Patagonia	Sucursal 26 - Villa Luro	4683-2706/4683-2806/4683-3048/4635-4091		ALBERDI JUAN BAUTISTA AV	5002			Mataderos	9	1440	C1440AAO
155	-58.50645257268	-34.6549058394935	Banco De La Provincia De Buenos Aires	Sucursal 13 - Mataderos	4687-2309/4687-2245/4687-2075		ALBERDI JUAN BAUTISTA AV	6299			Mataderos	9	1440	C1440ABA
94	-58.5081650311696	-34.656381052347	Banco De La Nacion Argentina	Sucursal - Nueva Chicago	4687-1387		ALBERDI JUAN BAUTISTA AV	6502			Mataderos	9	1440	C1440ABQ
45	-58.5018748494122	-34.65090492578	Banco Ciudad De Buenos Aires	Sucursal 47 - Alberdi	4682-3092/3094/3110		ALBERDI, JUAN BAUTISTA AV.	5765			Mataderos	9	1440	C1440AAI
37	-58.5089596052193	-34.6567180366866	Banco Ciudad De Buenos Aires	Sucursal 36 - Mataderos	4687-0126/4687-0132	suc36@bancociudad.com.ar	ALBERDI, JUAN BAUTISTA AV.	6601			Mataderos	9	1440	C1440ABE
761	-58.3731780306644	-34.5943600003697	Banco Privado De Inversiones S. A.	Sucursal - Casa Central	4318-7300		ALEM LEANDRO N AV	1110			Retiro	1	1001	C1001AAT
722	-58.371382313391	-34.5979245205818	Bnp Paribas	Sucursal - Catalinas	4311-3259		ALEM LEANDRO N AV	855			Retiro	1	1001	C1001AAD
720	-58.3705300648991	-34.6022445022003	Bnp Paribas	Sucursal - Alem	4318-0318		ALEM LEANDRO N AV	456			San Nicolas	1	1003	C1003AAR
707	-58.3717323761075	-34.5974212237997	Banco Itau	Sucursal 075 - Alem	5218-7434/4313-1394		ALEM LEANDRO N AV	886			Retiro	1	1001	C1001AAQ
604	-58.3726345314691	-34.5954667565507	Hsbc Bank Argentina S. A.	Sucursal - Catalinas	4313-1089		ALEM LEANDRO N AV	1058			Retiro	1	1001	C1001AAS
594	-58.3705038407029	-34.5999853854873	Hsbc Bank Argentina S. A.	Sucursal - Alem	4314-0067		ALEM LEANDRO N AV	653			San Nicolas	1	1001	C1001AAB
423	-58.3722776795927	-34.5959415194657	Bbva Banco Frances	Sucursal 316 - Retiro	4311-2202/4311-5927/4311-5928		ALEM LEANDRO N AV	996			Retiro	1	1001	C1001AAR
325	-58.3727573813654	-34.5952165557551	Standard Bank	Sucursal 530 - Catalinas	4313-2680/4313-2814/4313-2820/4313-1432/4313-1437		ALEM LEANDRO N AV	1064			Retiro	1	1001	C1001AAS
299	-58.3720329254374	-34.5967554462525	Banco Galicia	Sucursal 327 - Retiro	4314-0327/4314-0329		ALEM LEANDRO N AV	910			Retiro	1	1001	C1001AAR
276	-58.3704749336943	-34.6000993851962	Banco Galicia	Sucursal 145 - Leandro N Alem	4312-6940/4312-7624/4315-9039		ALEM LEANDRO N AV	651			San Nicolas	1	1001	C1001AAB
269	-58.3736810244165	-34.5939470985942	Banco Galicia	Sucursal 99 - Catalinas	4311-0580/4311-0671/4311-0683/4311-0687		ALEM LEANDRO N AV	1190			Retiro	1	1001	C1001AAT
29	-58.3723504933183	-34.5957989108671	Banco Ciudad De Buenos Aires	Sucursal 23 - Catalinas	4311-9825/4311-7121	suc23@bancociudad.com.ar	ALEM, LEANDRO N. AV.	1051			Retiro	1	1001	C1001AAF
159	-58.3876541414392	-34.6112305028103	Banco De La Provincia De Buenos Aires	Sucursal 16  - Monserrat	4372-0606/4372-5412/4373-5700/4373-4451/4373-5012		ALSINA	1502			Monserrat	1		
101	-58.3856540398464	-34.6110931269295	Banco De La Nacion Argentina	Sucursal - Montserrat	4383-7995		ALSINA	1356			Monserrat	1		
665	-58.4651523733345	-34.60242585351	Banco Credicoop Cooperativo Limitado	Sucursal 43 - Villa Mitre	4581-7020/4581-8011		ALVAREZ DONATO TTE. GRAL.	2137			Paternal	15	1416	C1416BTK
467	-58.5025036347459	-34.6181071277542	Banco Santander Rio	Sucursal 20 - Floresta	4118-0400		ALVAREZ JONTE	4502			Monte Castro	10	1407	C1407GOZ
434	-58.5111954789499	-34.6238226964675	Bbva Banco Frances	Sucursal 107 - Villa Luro	4566-7271/4566-8212/4568-8334/4568-8517/4639-2057		ALVAREZ JONTE	5255			Monte Castro	10	1407	C1407GPG
224	-58.5052274471113	-34.6195204126377	Banco Patagonia	Sucursal 112 - Alvarez Jonte	4568-2708/4639-5141/4639-9692/4639-2828		ALVAREZ JONTE	4740			Monte Castro	10	1407	C1407GPO
161	-58.5113876257229	-34.6239918291284	Banco De La Provincia De Buenos Aires	Sucursal 25  - Alvarez Jonte	4566-5209/4566-5658/4567-1498		ALVAREZ JONTE	5269			Monte Castro	10	1407	C1407GPG
95	-58.5114834173059	-34.6241856943262	Banco De La Nacion Argentina	Sucursal - Monte Castro	4639-5908		ALVAREZ JONTE	5298			Monte Castro	10	1407	C1407GPT
136	-58.4692298695038	-34.5786913769345	Banco De La Nacion Argentina	Sucursal - Villa Ortuzar	4555-6221		ALVAREZ THOMAS AV	1994			Villa Ortuzar	15	1427	C1427CDT
85	-58.458435099803	-34.5784889713264	Banco De La Nacion Argentina	Sucursal - Avda. Alvarez Thomas	4552-6507		ALVAREZ THOMAS AV	1198			Chacarita	15	1427	C1427CCY
419	-58.3852740961717	-34.5902770555197	Bbva Banco Frances	Sucursal 313 - Recoleta	4815-4566/4815-5517/4815-5417/4815-1053		ALVEAR	1528			Retiro	1	1014	C1014AAP
721	-58.3834741793196	-34.5912528417695	Bnp Paribas	Sucursal - Alvear	4816-5333		ALVEAR AV	1301			Retiro	1	1014	C1014AAA
111	-58.3896668132743	-34.5874439936925	Banco De La Nacion Argentina	Sucursal - Avda. Alvear	4804-2695		ALVEAR AV	1936			Recoleta	2	1129	C1129AAO
236	-58.3765483584859	-34.5963048495567	Banco Galicia	Sucursal 10 - Plaza San Martin	4312-8735/4313-1429/4311-0381/4312-6213		ALVEAR MARCELO T. DE	670			Retiro	1	1058	C1058AAH
782	-58.3771825332606	-34.5943020507585	American Express Bank Ltd S. A.	Sucursal - Casa Central	4310-3000		ARENALES	707			Retiro	1	1061	C1061AAA
410	-58.4356221872683	-34.6345269836767	Bbva Banco Frances	Sucursal 1 - Parque Chacabuco	4921-6310/4921-4884/4922-2744/4923-6701		ASAMBLEA	695			Parque Chacabuco	7	1424	C1424COH
165	-58.4363183888726	-34.6346588093042	Banco De La Provincia De Buenos Aires	Sucursal 27 - Parque Chacabuco	4923-8778/4923-6382/4923-8800/4924-2762		ASAMBLEA	821			Parque Chacabuco	7	1424	C1424COJ
46	-58.4345849214168	-34.6344788927196	Banco Ciudad De Buenos Aires	Sucursal 50 - Parque Chacabuco	4924-2593/4924-2580		ASAMBLEA AV.	642			Parque Chacabuco	7	1424	C1424COU
462	-58.5129575389816	-34.6019465863111	Banco Santander Rio	Sucursal 119 - Devoto	4110-6600		ASUNCION	4189			Villa Devoto	11	1419	C1419HGS
379	-58.47890000221	-34.6283929139166	Bbva Banco Frances	Sucursal 143 - Floresta	4613-0237/4613-0915/4613-6274		AVELLANEDA	3508			Floresta	10	1407	C1407EJP
654	-58.4007991548738	-34.6057612779498	Banco Credicoop Cooperativo Limitado	Sucursal 26 - Once	4952-2233		AZCUENAGA	322			Balvanera	3	1029	C1029AAH
141	-58.4008476006257	-34.6029442464482	Banco De La Provincia De Buenos Aires	Sucursal 26 - Azcuenaga	4952-6953/4952-0322		AZCUENAGA	543			Balvanera	3	1029	C1029AAK
96	-58.3679200104676	-34.6116607077429	Banco De La Nacion Argentina	Sucursal - Aduana	4342-9117		AZOPARDO	350			Monserrat	1	1107	C1107ADD
662	-58.4892425956864	-34.5550579565468	Banco Credicoop Cooperativo Limitado	Sucursal 42 - Saavedra	4542-5456		BALBIN RICARDO DR AV	4130			Saavedra	12	1430	C1430AAZ
235	-58.4851094147567	-34.5547440557946	Banco Galicia	Sucursal 09 - Saavedra	4541-8292/4541-6568/4544-5343		BALBIN RICARDO DR AV.	3899			Saavedra	12	1430	C1430AAJ
270	-58.4246170824703	-34.6507133583898	Banco Galicia	Sucursal 126 - Centenera	4918-9921/4918-1423/4918-1452/4918-1477		BARCO CENTENERA DEL	2933			Nueva Pompeya	4	1437	C1437ACB
747	-58.5246356449289	-34.6136115282226	Banco Comafi	Sucursal - Devoto	4639-1024		BEIRO FRANCISCO	5265			Villa Devoto	11	1419	C1419IAB
637	-58.5020118961472	-34.599740867408	Hsbc Bank Argentina S. A.	Sucursal - Agencia General Villa Devoto	4505-0975/4504-0252		BEIRO FRANCISCO	3491			Villa Devoto	11	1419	C1419HYI
561	-58.5034648329883	-34.6006358711072	Banco Macro	Sucursal - Devoto			BEIRO FRANCISCO	3599			Villa Devoto	11	1419	C1419HYJ
550	-58.497797625497	-34.5972691597453	Banco Supervielle	Sucursal - Villa Devoto	4501-4143/4501-8538/4502-5200	villadevoto@supervielle.com.ar	BEIRO FRANCISCO	3180			Villa Del Parque	11	1419	C1419HYS
461	-58.5241660807957	-34.6134891506745	Banco Santander Rio	Sucursal 58 - Beiro	4116-7700		BEIRO FRANCISCO	5248			Villa Devoto	11	1419	C1419IAO
431	-58.5123902146481	-34.606142591426	Bbva Banco Frances	Sucursal 114 - Villa Devoto	4504-8162/4504-8163/4504-8164/4504-8165		BEIRO FRANCISCO	4359			Villa Devoto	11	1419	C1419HZF
331	-58.5130313792326	-34.6066963930544	Standard Bank	Sucursal 928 - Villa Devoto	4502-9311		BEIRO FRANCISCO	4410			Villa Devoto	11	1419	C1419HZT
279	-58.5249077893548	-34.6137755102372	Banco Galicia	Sucursal 154 - Villa Devoto Sud	4568-2998/4568-7311/4639-5894		BEIRO FRANCISCO	5289			Villa Devoto	11	1419	C1419IAB
258	-58.5109757534502	-34.6052517899003	Banco Galicia	Sucursal 35 - Villa Devoto	4501-2237/4501-6822/4501-6393		BEIRO FRANCISCO	4229			Villa Devoto	11	1419	C1419HZE
193	-58.5272278260748	-34.615545518088	Banco Patagonia	Sucursal 18 - Beiro	4568-5288/4568-5291		BEIRO FRANCISCO	5491			Villa Real	10	1419	C1419IAD
179	-58.523728529507	-34.6132224417536	Banco De La Provincia De Buenos Aires	Delegacion 35 - Francisco Beiro	4639-9211/4639-9210		BEIRO FRANCISCO AV	5220			Villa Devoto	11	1419	C1419IAO
133	-58.5243536357217	-34.6136021394899	Banco De La Nacion Argentina	Sucursal - Villa Devoto	4568-1579		BEIRO FRANCISCO AV	5258			Villa Devoto	11	1419	C1419IAO
24	-58.5257171465469	-34.614369312375	Banco Ciudad De Buenos Aires	Sucursal 19 - Villa Real	4568-1747/4568-1549	suc19@bancociudad.com.ar	BEIRO, FRANCISCO AV.	5327			Villa Real	10	1419	C1419IAC
528	-58.3913024609966	-34.613703073365	Banco Supervielle	Sucursal - Congreso	4374-8219/4374-8089/4372-6805	congreso@supervielle.com.ar	BELGRANO	1783			Monserrat	1	1093	C1093AAF
471	-58.380092440465	-34.6130959124505	Banco Santander Rio	Sucursal 5 - Monserrat	4118-0000		BELGRANO	980			Monserrat	1	1092	C1092AAW
426	-58.3759343686323	-34.6128207048054	Bbva Banco Frances	Sucursal 182 - San Telmo	4345-2577/4345-2748/4345-2816/4345-2834		BELGRANO	698			Monserrat	1	1092	C1092AAT
292	-58.380222073456	-34.6131039226942	Banco Galicia	Sucursal 243 - Avenida Belgrano	4331-1265/4331-1274		BELGRANO	992			Monserrat	1	1092	C1092AAW
40	-58.3906576368128	-34.6136645986685	Banco Ciudad De Buenos Aires	Sucursal 39 - San Cristobal	4382-4884/4033	suc39@bancociudad.com.ar	BELGRANO AV.	1715			Monserrat	1	1093	C1093AAF
26	-58.4855709706781	-34.5751146260113	Banco Ciudad De Buenos Aires	Centro Recaudador			BLANCO ENCALADA	5016			Villa Urquiza	12	1431	C1431CDN
522	-58.4165431914796	-34.6214452762229	Banco Supervielle	Sucursal - Boedo	4324-8656/4324-8658/4324-8659	boedo@supervielle.com.ar	BOEDO	729			Boedo	5	1218	C1218AAD
450	-58.4162705150944	-34.6225944044151	Banco Santander Rio	Sucursal 162 - Boedo	4110-7200		BOEDO	802			Boedo	5	1218	C1218AAR
146	-58.4162942794095	-34.6223486804128	Banco De La Provincia De Buenos Aires	Sucursal 6 - Boedo	4931-5114/4931-1734/4957-5933/4957-5934/4957-2826		BOEDO	800			Boedo	5	1218	C1218AAQ
50	-58.416201567412	-34.6233229605487	Banco Ciudad De Buenos Aires	Sucursal 56 - Boedo	4931-2187/4957-5676	suc56@bancociudad.com.ar	BOEDO AV.	874			Boedo	5	1218	C1218AAR
591	-58.3691348735398	-34.6014704649381	Banco B I Credistanstal S. A.	Casa Matriz	4319-8400		BOUCHARD	547	PISO 24 Y 25		San Nicolas	1	1106	C1106ABG
89	-58.457057584563	-34.6263212622557	Banco De La Nacion Argentina	Sucursal - Avda. Boyaca			BOYACA	32			Flores	7	1406	C1406BGB
606	-58.3825298770976	-34.6278077871936	Hsbc Bank Argentina S. A.	Sucursal - Constitucion / Plaza	4304-0376/4304-0182/4305-5375/4305-5738		BRASIL	1199			Constitucion	1	1154	C1154AAS
380	-58.3605581076732	-34.6322734290031	Bbva Banco Frances	Sucursal 3 - La Boca	4361-3012/4361-4230/4361-5592/4362-9806/4362-8956		BROWN ALTE AV	826			Boca	4	1159	C1159ABN
92	-58.3593901199226	-34.634655002889	Banco De La Nacion Argentina	Sucursal - Boca Del Riachuelo	4302-5532		BROWN ALTE AV	1101			Boca	4	1159	C1159ABD
669	-58.4905843700136	-34.5735263787794	Banco Credicoop Cooperativo Limitado	Sucursal 57 - Villa Urquiza	4521-0048		BUCARELLI	2696			Villa Urquiza	12	1431	C1431DRF
288	-58.4253375916846	-34.5749258802865	Banco Galicia	Sucursal 212 - Jumbo Palermo	4777-9392/4777-8986/4777-9298		BULLRICH INT AV	345			Palermo	14	1425	C1425FTD
758	-58.4478445838317	-34.5683488250535	Banco Piano	Sucursal - Belgrano	4782-4127/4782-4245/4782-0116/4784-3312/4783-2725	Blanco@piano.com.ar	CABILDO	1181			Palermo	14	1426	C1426AAL
695	-58.4683883208428	-34.548917963275	Banco Itau	Sucursal 036 - Nuñez	4702-2345/4702-2331		CABILDO	3702			Saavedra	12	1429	C1429AAV
684	-58.4464187679166	-34.5693261576728	Banco Itau	Sucursal 016 - Colegiales	4781-3245/4781-3244/4781-3265		CABILDO	1000			Colegiales	13	1426	C1426AAW
675	-58.4575849908298	-34.560804320459	Banco Itau	Sucursal 005 - Belgrano	4782-6740/4785-5471/4785-5489		CABILDO	2215			Belgrano	13	1428	C1428AAE
653	-58.4628453613311	-34.5549387620805	Banco Credicoop Cooperativo Limitado	Sucursal 2 - Nuñez	4701-9339		CABILDO	2945			Nuñez	13	1429	C1429AAA
642	-58.4515032161337	-34.5666523978387	Banco Credicoop Cooperativo Limitado	Sucursal 226 - Belgrano	4780-1212		CABILDO	1546			Colegiales	13	1426	C1426ABP
619	-58.46456975919	-34.5536830935726	Hsbc Bank Argentina S. A.	Sucursal - Nuñez	4544-2661/4544-2093/4545-6011/4546-0376/4546-0379		CABILDO	3096			Nuñez	13	1429	C1429AAO
602	-58.4452612481208	-34.5696392240306	Hsbc Bank Argentina S. A.	Sucursal - Cabildo	4772-7909/4772-3676/4772-4165/4773-5057		CABILDO	867			Palermo	14	1426	C1426AAI
600	-58.4544447542999	-34.5648326622407	Hsbc Bank Argentina S. A.	Sucursal - Belgrano Pampa	4787-2037/4787-2137/4787-2237/4787-2337/4787-2437		CABILDO	1802			Belgrano	13	1428	C1428AAN
599	-58.4594839189514	-34.5585970723448	Hsbc Bank Argentina S. A.	Sucursal - Belgrano	5789-2900		CABILDO	2453			Belgrano	13	1428	C1428AAG
590	-58.4586973618888	-34.5595029131273	Banco Columbia	Sucursal - Belgrano	4784-7440/4784-6272/4784-9944/4784-0224/4784-0062		CABILDO	2359			Belgrano	13	1428	C1428AAF
559	-58.4454745257075	-34.5697913849153	Banco Macro	Sucursal - Colegiales			CABILDO	850			Colegiales	13	1426	C1426AAV
527	-58.4468179309943	-34.5691302036215	Banco Supervielle	Sucursal - Colegiales	4789-0977/4789-0545/4789-0546	colegiales@supervielle.com.ar	CABILDO	1020			Colegiales	13	1426	C1426AAX
496	-58.4737819722426	-34.5417663657071	Banco Santander Rio	Sucursal 170 - Saavedra	4118-6800		CABILDO	4664			Saavedra	12	1429	C1429ABR
474	-58.4658622964119	-34.5515981998139	Banco Santander Rio	Sucursal 372 - Nueva Nuñez	4109-5500		CABILDO	3349			Nuñez	13	1429	C1429AAE
459	-58.4444794100381	-34.5700252868723	Banco Santander Rio	Sucursal 35 - Colegiales	4118-0700		CABILDO	769			Palermo	14	1426	C1426AAH
456	-58.4466448558786	-34.5689614610214	Banco Santander Rio	Sucursal 406 - Aguilar	5288-3300		CABILDO	1021			Palermo	14	1426	C1426AAK
455	-58.4617189285196	-34.5565760053143	Banco Santander Rio	Sucursal 407 - Altos De Belgrano	5554-4600		CABILDO	2754			Belgrano	13	1428	C1428AAW
447	-58.4596611636873	-34.5583940401928	Banco Santander Rio	Sucursal 14 - Belgrano	4118-0200		CABILDO	2491			Belgrano	13	1428	C1428AAG
445	-58.4534561862096	-34.5653225216131	Banco Santander Rio	Sucursal 187 - Av. Cabildo	4118-3800		CABILDO	1741			Belgrano	13	1426	C1426ABE
402	-58.467691996397	-34.5497879612904	Bbva Banco Frances	Sucursal 356 - Nuñez	4702-6115/4702-6975		CABILDO	3622			Nuñez	13	1429	C1429AAU
365	-58.4539164912878	-34.5652772685399	Bbva Banco Frances	Sucursal 101 - Belgrano	4784-9109/4783-4464		CABILDO	1732			Belgrano	13	1426	C1426ABR
345	-58.4532533229619	-34.5654409402233	Citibank	Sucursal - Jose Hernandez			CABILDO	1717			Belgrano	13	1426	C1426ABE
339	-58.4585827917662	-34.5596355965698	Citibank	Sucursal - Belgrano			CABILDO	2347			Belgrano	13	1428	C1428AAF
318	-58.4651783718626	-34.5524492959354	Standard Bank	Sucursal 929 - Nuñez	4703-5002/4703-5006/4703-5530/4702-6353/4701-0855		CABILDO	3223			Nuñez	13	1429	C1429AAD
308	-58.4540294758376	-34.5651916956621	Standard Bank	Sucursal 918 - Nueva Belgrano	4783-3027/4783-3028/4781-9135		CABILDO	1750			Belgrano	13	1426	C1426ABR
306	-58.444305127914	-34.5701108670676	Standard Bank	Sucursal 529 - Av. Cabildo	4776-1476/4776-1529		CABILDO	745			Palermo	14	1426	C1426AAH
300	-58.4545834742822	-34.5646715857642	Banco Galicia	Sucursal 338 - Plaza Juramento	4787-0269/4787-0597/4787-3854/4784-7083		CABILDO	1828			Belgrano	13	1428	C1428AAN
273	-58.461780358309	-34.5565101902204	Banco Galicia	Sucursal 130 - Belgrano Norte	4786-8111/4786-8211/4782-4278		CABILDO	2762			Belgrano	13	1428	C1428AAW
272	-58.4458932558451	-34.5693304732829	Banco Galicia	Sucursal 128 - Belgrano Sud	4784-5487/4786-7368/4786-7417		CABILDO	935			Palermo	14	1426	C1426AAJ
198	-58.4476215403879	-34.5684628101681	Banco Patagonia	Sucursal 147 - Cabildo	4788-6424/4788-4135		CABILDO	1159			Palermo	14	1426	C1426AAL
194	-58.4552770790183	-34.5634932193549	Banco Patagonia	Sucursal 316 - Belgrano	4781-9080/4781-1080/4786-4319		CABILDO	1939			Belgrano	13	1428	C1428AAB
171	-58.4690258276593	-34.5481156279809	Banco De La Provincia De Buenos Aires	Sucursal 29 - Nuñez	4701-7477/4701-7552/4702-9624/4702-4992		CABILDO	3802			Saavedra	12	1429	C1429AAW
144	-58.4556633329041	-34.5630447814079	Banco De La Provincia De Buenos Aires	Sucursal 3 - Belgrano	4781-7607/4781-1434/4781-2431/4781-7179/4781-6151		CABILDO	1999			Belgrano	13	1428	C1428AAB
103	-58.4628419914004	-34.5554060415704	Banco De La Nacion Argentina	Sucursal - Cabildo	4544-2195		CABILDO	2902			Nuñez	13	1429	C1429AAN
79	-58.4551061686633	-34.5640652668977	Banco De La Nacion Argentina	Sucursal - Belgrano	4511-1223		CABILDO	1900			Belgrano	13	1428	C1428AAN
57	-58.443732961678	-34.570644299002	Banco Ciudad De Buenos Aires	Sucursal 67 - Colegiales	4773-1620/1622	suc67@bancociudad.com.ar	CABILDO AV.	690			Colegiales	13	1426	C1426AAT
31	-58.4574637509892	-34.5609468647805	Banco Ciudad De Buenos Aires	Sucursal 26 - Belgrano	4783-3519/4785-8869	suc26@bancociudad.com.ar	CABILDO AV.	2201			Belgrano	13	1428	C1428AAE
10	-58.463980942015	-34.5538251712806	Banco Ciudad De Buenos Aires	Sucursal 08 - Nuñez	4701-4808/4702-6577	suc08@bancociudad.com.ar	CABILDO AV.	3061			Nuñez	13	1429	C1429AAB
160	-58.5064917634784	-34.6260006389056	Banco De La Provincia De Buenos Aires	Anexo Operativo Alvarez Jonte			CALDERON DE LA BARCA PEDRO	1462			Monte Castro	10	1407	C1407KQD
745	-58.3919967192323	-34.6070231797271	Banco Comafi	Sucursal - Congreso	4372-2517		CALLAO	169			San Nicolas	1	1022	C1022AAB
743	-58.3930140421876	-34.5941533331037	Banco Comafi	Sucursal - Callao	4813-4666		CALLAO	1279			Recoleta	2	1023	C1023AAF
732	-58.39013138602	-34.5900526200453	Bnp Paribas	Sucursal - Agencia Recoleta	4809-3703		CALLAO	1690			Recoleta	2	1024	C1024AAP
703	-58.3932016961496	-34.5940104454822	Banco Itau	Sucursal 059 - Callao	5218-7432/4814-0970		CALLAO	1270			Recoleta	2	1023	C1023AAS
626	-58.3905792609308	-34.5906962194901	Hsbc Bank Argentina S. A.	Sucursal - Recoleta	4816-5127		CALLAO	1631			Recoleta	2	1024	C1024AAC
560	-58.3922664820401	-34.6060284479877	Banco Macro	Sucursal - Congreso			CALLAO	264			Balvanera	3	1022	C1022AAP
545	-58.3871034690334	-34.587666877564	Banco Supervielle	Sucursal - Recoleta	4811-3250/4813-3660/4814-1958	recoleta@supervielle.com.ar	CALLAO	1991			Recoleta	2	1024	C1024AAF
518	-58.3931162054229	-34.5969875771128	Banco Supervielle	Sucursal - Barrio Norte	4812-2211/4813-5195/4813-6801	barrionorte@supervielle.com.ar	CALLAO	1021			Recoleta	2	1023	C1023AAD
491	-58.3885016086006	-34.5888253554347	Banco Santander Rio	Sucursal 203 - Quintana	4110-6500		CALLAO	1833			Recoleta	2	1024	C1024AAE
415	-58.3918958450582	-34.5918974118051	Bbva Banco Frances	Sucursal 23 - Recoleta	4801-3034/4801-3688/4805-3295/4805-3296/4805-4060		CALLAO	1499			Recoleta	2	1024	C1024AAA
396	-58.392059501892	-34.6061189880968	Bbva Banco Frances	Sucursal 346 - Microcentro	4373-7458/4373-7467/4373-7472/4373-7475		CALLAO	257			San Nicolas	1	1022	C1022AAC
335	-58.3879720061073	-34.5881170582706	Citibank	Sucursal - Av. Alvear			CALLAO	1902			Recoleta	2	1024	C1024AAS
322	-58.3903862233951	-34.5905230953814	Standard Bank	Sucursal 508 - Callao	4811-9924/4811-8247/4816-6625		CALLAO	1661			Recoleta	2	1024	C1024AAC
313	-58.3920785117734	-34.6058567554314	Standard Bank	Sucursal 917 - Congreso	4374-0115/4374-0479/4374-7832		CALLAO	291			San Nicolas	1	1022	C1022AAC
