Provincia	Partido	Localidad	ADSL	Cablemódem	Dial Up	Fibra óptica	4G	3G	Telefonía Fija	Wireless	Satelital	Indicador
CATAMARCA	Fray Mamerto Esquiú	La Carrera	0	0	0	0	0	0	0	0	1	1
CATAMARCA	Fray Mamerto Esquiú	La Falda De San Antonio	0	0	0	0	0	0	0	1	0	1
CATAMARCA	Fray Mamerto Esquiú	La Tercena	0	0	0	0	0	1	0	1	0	2
CATAMARCA	Fray Mamerto Esquiú	Pomancillo Este	0	0	0	0	0	0	1	0	0	1
CATAMARCA	Fray Mamerto Esquiú	Pomancillo Oeste	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Fray Mamerto Esquiú	San Antonio	0	0	0	1	1	1	0	0	0	3
CATAMARCA	Fray Mamerto Esquiú	San José	0	0	0	0	1	1	0	0	0	2
CATAMARCA	Fray Mamerto Esquiú	Villa Las Pirquitas	0	0	0	0	1	0	0	0	1	2
CATAMARCA	La Paz	Casa de Piedra	0	0	0	0	0	0	0	0	0	0
CATAMARCA	La Paz	El Aybal	0	0	0	0	0	0	0	0	0	0
CATAMARCA	La Paz	El Bañado	0	0	0	0	0	0	0	0	0	0
CATAMARCA	La Paz	El Divisadero	0	0	0	0	0	0	1	0	0	1
CATAMARCA	La Paz	El Quimilo	0	0	0	0	0	0	0	0	0	0
CATAMARCA	La Paz	Esquiú	0	0	0	0	1	1	0	0	0	2
CATAMARCA	La Paz	Icaño	0	0	0	0	1	1	1	0	1	4
CATAMARCA	La Paz	La Dorada	0	0	0	0	0	0	1	0	0	1
CATAMARCA	La Paz	La Guardia	0	0	0	0	1	0	0	0	0	1
CATAMARCA	La Paz	Las Esquinas	0	0	0	0	0	0	0	0	0	0
CATAMARCA	La Paz	Las Palmitas	0	0	0	0	0	0	0	0	0	0
CATAMARCA	La Paz	Quirós	0	0	0	0	1	0	1	1	0	3
CATAMARCA	La Paz	Ramblones	0	0	0	0	0	0	0	0	0	0
CATAMARCA	La Paz	Recreo	1	0	0	1	1	1	1	1	1	7
CATAMARCA	La Paz	San Antonio	0	0	0	0	1	1	1	1	0	4
CATAMARCA	Paclín	Amadores	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Paclín	El Rosario	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Paclín	La Bajada	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Paclín	La Higuera	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Paclín	La Merced	1	0	0	0	1	0	1	1	1	5
CATAMARCA	Paclín	La Viña	0	0	0	0	0	0	0	1	0	1
CATAMARCA	Paclín	Las Lajas	0	0	0	0	0	0	0	0	1	1
CATAMARCA	Paclín	Monte Potrero	0	0	0	0	1	1	0	0	0	2
CATAMARCA	Paclín	Palo Labrado	0	0	0	0	0	0	1	0	0	1
CATAMARCA	Paclín	San Antonio	0	0	0	0	0	0	1	1	1	3
CATAMARCA	Paclín	Villa de Balcozna	0	0	0	0	1	0	0	0	0	1
CATAMARCA	Pomán	Apoyaco	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Pomán	Colana	0	0	0	0	0	0	1	0	0	1
CATAMARCA	Pomán	Colpes	0	0	0	0	0	0	0	1	0	1
CATAMARCA	Pomán	El Pajonal (Est. Pomán)	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Pomán	Joyango	0	0	0	0	0	0	1	0	0	1
CATAMARCA	Pomán	Mutquin	0	0	0	0	0	0	1	0	1	2
CATAMARCA	Pomán	Pomán	0	0	0	0	1	1	1	0	1	4
CATAMARCA	Pomán	Rincón	0	0	0	0	1	0	1	0	0	2
CATAMARCA	Pomán	San Miguel	0	0	0	0	0	0	0	1	0	1
CATAMARCA	Pomán	Saujil	0	0	0	0	1	0	1	1	1	4
CATAMARCA	Pomán	Siján	0	0	0	0	0	0	1	0	1	2
CATAMARCA	Santa María	Andalhualá	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	Caspichango	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	Chañar Punco	0	0	0	0	1	0	0	0	0	1
CATAMARCA	Santa María	El Cajón	0	0	0	0	0	0	1	0	0	1
CATAMARCA	Santa María	El Cerrito	0	0	0	0	1	1	0	0	0	2
CATAMARCA	Santa María	El Desmonte	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	El Puesto	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	Famatanca	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	Fuerte Quemado	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	La Hoyada	0	0	0	0	0	0	1	0	0	1
CATAMARCA	Santa María	La Loma	0	0	0	0	0	0	0	0	1	1
CATAMARCA	Santa María	La Puntilla	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	Lampacito	0	0	0	0	1	0	0	0	0	1
CATAMARCA	Santa María	Las Mojarras	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	Loro Huasi	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	Medanitos	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	Palo Seco	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	Punta de Balasto	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	San José	0	0	0	0	0	0	0	0	1	1
CATAMARCA	Santa María	San Jose Banda	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	San Jose Norte	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa María	Santa María	0	0	0	0	0	0	0	1	1	2
CATAMARCA	Santa María	Yapes	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa Rosa	Alijilán	0	0	0	0	1	0	1	0	1	3
CATAMARCA	Santa Rosa	Bañado de Ovanta	0	0	0	0	1	0	1	0	1	3
CATAMARCA	Santa Rosa	Las Cañas	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa Rosa	Lavalle	0	0	0	0	0	0	0	0	1	1
CATAMARCA	Santa Rosa	Los Altos	0	0	0	0	1	1	1	1	1	5
CATAMARCA	Santa Rosa	Manantiales	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Santa Rosa	San Pedro	0	0	0	0	1	0	0	0	0	1
CATAMARCA	Tinogasta	Anillaco	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	Antinaco	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	Banda de Lucero	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	Cerro Negro	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	Copacabana	0	0	0	0	1	0	0	0	0	1
CATAMARCA	Tinogasta	Cordobita	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	Costa de Reyes	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	El Pueblito	0	0	0	0	0	0	1	0	0	1
CATAMARCA	Tinogasta	El Puesto	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	El Salado	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	Fiambalá	0	0	0	1	1	1	1	1	1	6
CATAMARCA	Tinogasta	La Puntilla	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	La Ramadita	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	Los Balverdis	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	Medanitos	0	0	0	0	1	0	0	0	0	1
CATAMARCA	Tinogasta	Palo Blanco	0	0	0	0	0	0	1	0	0	1
CATAMARCA	Tinogasta	Pampa Blanca	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	Punta del Agua	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	Saujil	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Tinogasta	Tatón	0	0	0	0	1	0	1	0	0	2
CATAMARCA	Tinogasta	Tinogasta	1	0	0	1	1	0	1	0	1	5
CATAMARCA	Valle Viejo	El Bañado	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Valle Viejo	El Portezuelo	0	0	0	0	0	1	0	0	1	2
CATAMARCA	Valle Viejo	Huaycama	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Valle Viejo	Las Tejas	0	0	0	0	1	1	0	0	0	2
CATAMARCA	Valle Viejo	Polcos	0	0	0	1	0	0	0	0	0	1
CATAMARCA	Valle Viejo	Pozo Del Mistol	0	0	0	1	0	0	0	0	0	1
CATAMARCA	Valle Viejo	San Isidro	0	0	0	1	1	1	0	1	0	4
CATAMARCA	Valle Viejo	Santa Cruz	0	0	0	0	0	0	0	0	0	0
CATAMARCA	Valle Viejo	Santa Rosa	0	0	0	1	1	1	0	1	0	4
CATAMARCA	Valle Viejo	Sumalao	0	0	0	1	0	0	0	1	0	2
CATAMARCA	Valle Viejo	Villa Dolores	0	0	0	1	1	0	0	1	0	3
CHACO	12 de Octubre	Gancedo	0	0	0	1	1	0	1	1	1	5
CHACO	12 de Octubre	General Capdevila	0	0	0	0	1	0	0	0	0	1
CHACO	12 de Octubre	General Pinedo	1	0	0	1	1	1	1	1	1	7
CHACO	12 de Octubre	Mesón de Fierro	0	0	0	0	1	0	0	0	0	1
CHACO	12 de Octubre	Pampa Landriel	0	0	0	0	1	0	0	0	0	1
CHACO	1º de Mayo	Barrio de los Pescadores	0	0	0	0	0	0	0	0	0	0
CHACO	1º de Mayo	Colonia Benítez	1	0	0	1	1	1	1	1	1	7
CHACO	1º de Mayo	Margarita Belén	1	0	0	0	1	1	1	1	0	5
CHACO	2 de Abril	Hermoso Campo	0	1	0	1	1	1	1	0	1	6
CHACO	2 de Abril	Itín	0	0	0	1	0	0	0	0	0	1
CHACO	25 de Mayo	Colonia Aborigen	0	0	0	0	1	0	0	1	0	2
CHACO	25 de Mayo	Machagai	1	1	0	1	1	1	1	1	0	7
CHACO	25 de Mayo	Napalpí	0	0	0	0	1	0	0	0	0	1
CHACO	9 de Julio	Las Breñas	1	0	0	1	1	1	1	0	1	6
CHACO	Almirante Brown	Concepción del Bermejo	0	0	0	1	1	1	1	1	1	6
CHACO	Almirante Brown	Los Frentones	0	0	0	1	1	0	1	0	1	4
CHACO	Almirante Brown	Pampa del Infierno	0	0	0	1	1	1	1	1	1	6
CHACO	Almirante Brown	Río Muerto	0	0	0	0	1	0	0	0	0	1
CHACO	Almirante Brown	Taco Pozo	0	0	0	1	1	0	1	0	1	4
CHACO	Bermejo	General Vedia	1	0	0	1	1	0	1	1	1	6
CHACO	Bermejo	Isla del Cerrito	0	0	0	0	1	0	1	0	1	3
CHACO	Bermejo	La Leonesa	1	0	0	0	1	1	1	1	0	5
CHACO	Bermejo	Las Palmas	0	0	0	1	1	1	0	1	1	5
CHACO	Bermejo	Puerto Bermejo Nuevo	0	0	0	1	0	0	1	1	0	3
CHACO	Bermejo	Puerto Bermejo Viejo	0	0	0	0	1	0	0	0	0	1
CHACO	Bermejo	Puerto Eva Perón	0	0	0	1	1	0	0	1	1	4
CHACO	Chacabuco	Charata	1	0	0	1	1	1	1	1	1	7
CHACO	Comandante Fernández	Presidencia Roque Sáenz Peña	1	0	0	1	1	1	1	1	1	7
CHACO	Fray Justo Santa María de Oro	Chorotis	0	0	0	0	1	0	0	0	0	1
CHACO	Fray Justo Santa María de Oro	Santa Sylvina	0	1	0	0	1	1	0	0	1	4
CHACO	Fray Justo Santa María de Oro	Venados Grandes	0	0	0	0	0	0	0	0	0	0
CHACO	General Belgrano	Corzuela	1	0	0	1	1	1	1	1	1	7
CHACO	General Donovan	La Escondida	1	1	0	1	1	1	1	0	1	7
CHACO	General Donovan	La Verde	1	0	0	1	1	1	1	0	1	6
CHACO	General Donovan	Lapachito	1	0	0	1	1	1	1	0	0	5
CHACO	General Donovan	Makallé	1	1	0	0	1	1	1	0	1	6
CHACO	General Güemes	El Espinillo	0	0	0	0	1	0	0	0	1	2
CHACO	General Güemes	El Sauzal	0	0	0	0	0	0	0	1	1	2
CHACO	General Güemes	El Sauzalito	0	0	0	0	1	0	1	0	1	3
CHACO	General Güemes	Fortín Lavalle	0	0	0	0	0	0	0	1	0	1
CHACO	General Güemes	Fuerte Esperanza	0	0	0	1	1	0	1	0	1	4
CHACO	General Güemes	Juan José Castelli	1	0	0	1	1	1	1	1	0	6
CHACO	General Güemes	Miraflores	0	0	0	0	1	0	0	1	0	2
CHACO	General Güemes	Nueva Pompeya	0	0	0	1	0	0	0	1	1	3
CHACO	General Güemes	Puerto Lavalle	0	0	0	0	0	0	0	0	0	0
CHACO	General Güemes	Villa Río Bermejito	1	0	0	1	1	0	1	1	1	6
CHACO	General Güemes	Wichi	0	0	0	0	0	0	0	1	1	2
CHACO	General Güemes	Zaparinqui	0	0	0	0	0	0	0	0	0	0
CHACO	Independencia	Avia Terai	1	0	0	1	1	1	1	1	1	7
CHACO	Independencia	Campo Largo	1	0	0	1	1	1	1	0	0	5
CHACO	Independencia	Fortín Las Chuñas	0	0	0	0	1	0	0	0	0	1
CHACO	Independencia	Napenay	0	0	0	0	1	0	1	0	0	2
CHACO	Libertad	Colonia Popular	0	0	0	0	1	0	1	1	0	3
CHACO	Libertad	Estación General Obligado	0	0	0	0	0	0	0	0	0	0
CHACO	Libertad	Laguna Blanca	0	0	0	0	0	0	1	1	1	3
CHACO	Libertad	Puerto Tirol	1	1	0	1	1	1	1	1	0	7
CHACO	Libertador General San Martín	Ciervo Petiso	0	0	0	0	1	0	0	0	1	2
CHACO	Libertador General San Martín	General José de San Martín	1	1	0	1	1	1	1	1	0	7
CHACO	Libertador General San Martín	La Eduvigis	0	0	0	0	1	0	0	0	1	2
CHACO	Libertador General San Martín	Laguna Limpia	0	0	0	0	1	0	0	1	0	2
CHACO	Libertador General San Martín	Pampa Almirón	0	0	0	1	1	1	0	1	0	4
CHACO	Libertador General San Martín	Pampa del Indio	0	0	0	1	1	1	1	1	1	6
CHACO	Libertador General San Martín	Presidencia Roca	0	0	0	1	1	1	1	1	1	6
CHACO	Libertador General San Martín	Selvas del Río de Oro	0	0	0	0	1	0	0	0	0	1
CHACO	Maipú	Tres Isletas	1	0	0	0	1	1	1	1	0	5
CHACO	Mayor Luis J. Fontana	Coronel Du Graty	1	1	0	1	1	1	0	1	1	7
CHACO	Mayor Luis J. Fontana	Enrique Urién	0	0	0	1	0	0	0	0	0	1
CHACO	Mayor Luis J. Fontana	Villa Angela	1	0	0	1	1	1	1	1	0	6
CHACO	O Higgins	La Clotilde	0	0	0	0	1	0	0	0	0	1
CHACO	O Higgins	La Tigra	0	0	0	0	1	0	0	0	0	1
CHACO	O Higgins	San Bernardo	0	0	0	0	1	1	0	0	0	2
CHACO	Presidencia de la Plaza	Presidencia de la Plaza	1	1	0	1	1	1	1	1	0	7
CHACO	Quitilipi	Quitilipi	1	0	0	1	1	1	1	1	0	6
CHACO	Quitilipi	Villa El Palmar	0	0	0	0	1	0	0	1	0	2
CHACO	San Fernando	Barranqueras	1	1	0	1	1	1	1	1	0	7
CHACO	San Fernando	Basail	1	1	0	0	1	1	1	1	1	7
CHACO	San Fernando	Colonia Baranda	0	0	0	0	1	1	0	0	0	2
CHACO	San Fernando	Fontana	0	0	0	1	1	1	0	1	0	4
CHACO	San Fernando	Puerto Vilelas	0	0	0	1	1	1	0	0	1	4
CHACO	San Fernando	Resistencia	1	1	1	1	1	1	1	1	1	9
CHACO	San Lorenzo	Samuhú	0	0	0	0	1	0	0	0	1	2
CHACO	San Lorenzo	Villa Berthet	0	0	0	1	1	1	0	1	1	5
CHACO	Sargento Cabral	Capitán Solari	0	0	0	1	1	1	1	1	0	5
CHACO	Sargento Cabral	Colonia Elisa	0	0	0	0	1	1	1	0	1	4
CHACO	Sargento Cabral	Colonias Unidas	0	0	0	1	1	1	1	1	0	5
CHACO	Sargento Cabral	Ingeniero Barbet	0	0	0	0	0	0	0	0	0	0
CHACO	Sargento Cabral	Las Garcitas	0	0	0	0	1	1	1	1	1	5
CHACO	Tapenagá	Charadai	0	0	0	1	1	1	1	0	1	5
CHACO	Tapenagá	Cote Lai	0	0	0	0	1	0	0	0	0	1
CHACO	Tapenagá	Haumonía	0	0	0	0	0	0	0	0	0	0
CHACO	Tapenagá	Horquilla	0	0	0	0	0	0	0	0	0	0
CHACO	Tapenagá	La Sabana	0	0	0	0	0	0	0	0	0	0
CHUBUT	Biedma	Arroyo Verde	0	0	0	0	0	0	1	0	1	2
CHUBUT	Biedma	Puerto Madryn	1	1	1	1	1	1	1	1	1	9
CHUBUT	Biedma	Puerto Pirámide	0	0	0	0	1	1	1	1	1	5
CHUBUT	Biedma	Quinta El Mirador	0	0	0	0	1	1	0	1	0	3
CHUBUT	Biedma	Reserva Area Protegida El Doradillo	0	0	0	0	0	0	0	1	0	1
CHUBUT	Cushamen	Buenos Aires Chico	0	0	0	0	0	0	0	0	0	0
CHUBUT	Cushamen	Cholila	0	0	1	0	1	1	1	0	1	5
CHUBUT	Cushamen	Costa del Chubut	0	0	0	0	0	0	0	0	0	0
CHUBUT	Cushamen	Cushamen Centro	0	0	0	0	0	0	1	0	0	1
CHUBUT	Cushamen	El Hoyo	1	0	0	1	0	0	1	1	0	4
CHUBUT	Cushamen	El Maitén	0	0	0	0	0	0	1	1	0	2
CHUBUT	Cushamen	Epuyén	1	0	0	0	1	0	1	0	0	3
CHUBUT	Cushamen	Fofo Cahuel	0	0	0	0	0	0	0	0	0	0
CHUBUT	Cushamen	Gualjaina	0	0	0	0	0	0	1	0	1	2
CHUBUT	Cushamen	Lago Epuyén	0	0	0	0	0	0	0	0	0	0
CHUBUT	Cushamen	Lago Puelo	1	0	0	1	1	1	1	1	0	6
CHUBUT	Cushamen	Leleque	0	0	0	0	0	0	1	0	1	2
CHUBUT	Escalante	Acceso Norte	0	0	0	0	1	1	0	0	1	3
CHUBUT	Escalante	Astra	0	0	0	0	0	1	0	0	0	1
CHUBUT	Escalante	Bahía Bustamante	0	0	0	0	0	0	0	0	0	0
CHUBUT	Escalante	Barrio 25 De Mayo	0	0	0	0	1	1	0	0	0	2
CHUBUT	Escalante	Barrio Caleta Cordova	0	0	0	0	0	1	0	0	1	2
CHUBUT	Escalante	Barrio Caleta Olivares	0	0	0	0	0	0	0	0	0	0
CHUBUT	Escalante	Barrio Castelli	0	0	0	0	1	1	0	0	0	2
CHUBUT	Escalante	Barrio Ciudadela	0	0	0	0	0	0	0	0	0	0
CHUBUT	Escalante	Barrio Gasoducto	0	0	0	0	1	1	0	0	0	2
CHUBUT	Escalante	Barrio Guemes	0	0	0	0	0	0	0	0	0	0
CHUBUT	Escalante	Barrio Laprida	0	0	0	0	0	0	0	0	0	0
CHUBUT	Escalante	Barrio Manantial Rosales	0	0	0	0	0	0	0	0	0	0
CHUBUT	Escalante	Barrio Militar - Aeropuerto Militar	0	0	0	0	1	1	0	0	0	2
CHUBUT	Escalante	Barrio Prospero Palazzo	0	0	0	0	1	1	0	0	0	2
CHUBUT	Escalante	Barrio Restinga Ali	0	0	0	0	1	1	0	0	0	2
CHUBUT	Escalante	Barrio Rodriguez Peña	0	0	0	0	0	0	0	0	0	0
CHUBUT	Escalante	Barrio Saavedra	0	0	0	0	1	1	0	0	0	2
CHUBUT	Escalante	Barrio Sarmiento	0	0	0	0	0	1	0	0	0	1
CHUBUT	Escalante	Barrio Villa S.U.P.E.	0	0	0	0	1	1	0	0	0	2
CHUBUT	Escalante	Comodoro Rivadavia	1	1	1	1	1	1	1	1	1	9
CHUBUT	Escalante	Diadema Argentina	0	0	0	0	1	1	0	1	0	3
CHUBUT	Escalante	Km. 11 - Cuarteles	0	0	0	0	0	0	0	0	1	1
CHUBUT	Escalante	KM. 3 - General Mosconi	0	0	0	0	1	1	0	0	0	2
CHUBUT	Escalante	KM. 5 - Presidente Ortiz	0	0	0	0	0	0	0	0	0	0
CHUBUT	Escalante	KM. 8 - Don Bosco	0	0	0	0	1	1	0	0	0	2
CHUBUT	Escalante	Rada Tilly	1	0	1	1	1	1	1	1	0	7
CHUBUT	Florentino Ameghino	Camarones	0	0	0	0	1	0	1	1	1	4
CHUBUT	Florentino Ameghino	Garayalde	0	0	0	0	0	0	0	1	0	1
CHUBUT	Futaleufú	Aldea Escolar	0	0	0	0	0	0	1	0	0	1
CHUBUT	Futaleufú	Corcovado	0	0	1	0	0	0	1	0	1	3
CHUBUT	Futaleufú	Esquel	1	1	1	0	1	1	1	1	1	8
CHUBUT	Futaleufú	Lago Rosario	0	0	0	0	0	0	1	0	1	2
CHUBUT	Futaleufú	Los Cipreses	0	0	0	0	0	0	1	0	1	2
CHUBUT	Futaleufú	Trevelín	1	0	1	0	1	1	1	1	1	7
CHUBUT	Futaleufú	Villa Futalaufquen	0	0	0	0	0	0	1	0	1	2
CHUBUT	Gaiman	28 de Julio	0	0	0	1	1	1	0	0	1	4
CHUBUT	Gaiman	Dique Florentino Ameghino	0	0	0	0	0	0	1	0	0	1
CHUBUT	Gaiman	Dolavon	0	0	1	1	1	0	1	0	1	5
CHUBUT	Gaiman	Gaiman	1	0	1	1	1	1	1	0	1	7
CHUBUT	Gastre	Blancuntre	0	0	0	0	0	0	1	0	1	2
CHUBUT	Gastre	El Escorial	0	0	0	0	0	0	1	0	1	2
CHUBUT	Gastre	Gastre	0	0	0	0	1	0	1	1	0	3
CHUBUT	Gastre	Lagunita Salada	0	0	0	0	0	0	1	1	1	3
CHUBUT	Gastre	Yala Laubat	0	0	0	0	0	0	0	0	1	1
CHUBUT	Languiñeo	Aldea Epulef	0	0	0	0	0	0	1	1	1	3
CHUBUT	Languiñeo	Carrenleufú	0	0	0	0	0	0	1	0	1	2
CHUBUT	Languiñeo	Colan Conhue	0	0	0	0	0	0	1	1	1	3
CHUBUT	Languiñeo	Paso del Sapo	0	0	0	0	0	0	1	1	1	3
CHUBUT	Languiñeo	Tecka	0	0	0	0	0	0	1	0	1	2
CHUBUT	Mártires	El Mirasol	0	0	0	0	0	0	0	0	1	1
CHUBUT	Mártires	Las Plumas	0	0	0	0	0	0	1	0	1	2
CHUBUT	Paso de Indios	Cerro Cóndor	0	1	0	0	0	0	1	0	1	3
CHUBUT	Paso de Indios	Los Altares	0	0	0	0	0	0	1	1	1	3
CHUBUT	Paso de Indios	Paso de Indios	0	0	0	0	1	0	1	0	1	3
CHUBUT	Rawson	Playa Magagna	0	1	0	0	0	0	0	1	0	2
CHUBUT	Rawson	Playa Unión	1	1	1	1	1	1	1	1	0	8
CHUBUT	Rawson	Rawson	1	1	1	1	1	1	1	1	1	9
CHUBUT	Rawson	Trelew	1	1	1	1	1	1	1	1	1	9
CHUBUT	Río Senguer	Aldea Apeleg	0	0	0	0	0	0	1	1	1	3
CHUBUT	Río Senguer	Aldea Beleiro	0	0	0	0	0	0	1	0	1	2
CHUBUT	Río Senguer	Alto Río Senguer	0	0	1	0	1	0	1	1	1	5
CHUBUT	Río Senguer	Doctor Ricardo Rojas	0	0	0	0	0	0	1	0	1	2
CHUBUT	Río Senguer	Facundo	0	0	0	0	0	0	1	1	1	3
CHUBUT	Río Senguer	Lago Blanco	0	0	0	0	0	0	1	0	1	2
CHUBUT	Río Senguer	Río Mayo	1	0	0	1	1	0	1	1	1	6
CHUBUT	Sarmiento	Buen Pasto	0	0	0	0	0	0	1	0	1	2
CHUBUT	Sarmiento	Sarmiento	1	1	0	1	1	1	1	1	1	8
CHUBUT	Tehuelches	Frontera de Río Pico	0	0	0	0	0	0	1	0	0	1
CHUBUT	Tehuelches	Gobernador Costa	0	0	1	0	1	0	1	0	0	3
CHUBUT	Tehuelches	José de San Martín	0	0	0	0	1	0	1	0	1	3
CHUBUT	Tehuelches	Río Pico	0	0	1	0	0	0	1	0	1	3
CHUBUT	Telsen	Gan Gan	0	0	0	0	1	0	1	1	1	4
CHUBUT	Telsen	Telsen	0	1	0	0	1	1	1	1	1	6
CORDOBA	Calamuchita	Amboy	0	0	0	0	0	0	1	1	0	2
CORDOBA	Calamuchita	Arroyo San Antonio	0	0	0	0	1	1	0	0	0	2
CORDOBA	Calamuchita	Cañada del Sauce	1	0	0	0	1	0	1	0	0	3
CORDOBA	Calamuchita	Capilla Vieja	0	0	0	0	1	1	0	1	0	3
CORDOBA	Calamuchita	El Corcovado - El Torreón	1	0	0	0	0	0	1	1	0	3
CORDOBA	Calamuchita	El Durazno	0	0	0	0	0	0	0	0	0	0
CORDOBA	Calamuchita	Embalse	0	0	0	1	1	1	0	1	1	5
CORDOBA	Calamuchita	La Cruz	1	0	0	0	1	1	1	1	0	5
CORDOBA	Calamuchita	La Cumbrecita	0	0	0	0	1	1	0	1	0	3
CORDOBA	Calamuchita	Las Bajadas	0	0	0	0	1	0	0	1	0	2
CORDOBA	Calamuchita	Las Caleras	0	0	0	0	0	0	1	1	0	2
CORDOBA	Calamuchita	Los Cóndores	1	0	0	0	1	1	1	1	1	6
CORDOBA	Calamuchita	Los Molinos	0	0	0	0	0	0	0	1	0	1
CORDOBA	Calamuchita	Los Reartes	1	0	0	1	1	1	1	1	1	7
CORDOBA	Calamuchita	Lutti	0	0	0	0	0	0	1	0	0	1
CORDOBA	Calamuchita	Monte Ralo	0	0	0	0	0	0	0	0	0	0
CORDOBA	Calamuchita	Parque Calmayo	0	0	0	0	0	0	0	1	0	1
CORDOBA	Calamuchita	Río de los Sauces	0	0	0	0	1	1	1	1	0	4
CORDOBA	Calamuchita	San Agustín	1	0	0	0	1	1	1	1	0	5
CORDOBA	Calamuchita	San Ignacio (Loteo San Javier)	0	0	0	0	0	0	1	1	0	2
CORDOBA	Calamuchita	San Ignacio (Loteo Vélez Crespo)	0	0	0	0	1	1	0	1	0	3
CORDOBA	Calamuchita	Santa Monica	0	0	0	0	0	0	0	0	0	0
CORDOBA	Calamuchita	Santa Rosa de Calamuchita	1	1	0	1	1	1	1	1	0	7
CORDOBA	Calamuchita	Segunda Usina	0	0	0	0	0	0	0	1	0	1
CORDOBA	Calamuchita	Solar de los Molinos	0	0	0	0	0	0	1	0	0	1
CORDOBA	Calamuchita	Villa Alpina	0	0	0	0	0	0	0	1	0	1
CORDOBA	Calamuchita	Villa Amancay	0	0	0	0	1	1	1	1	0	4
CORDOBA	Calamuchita	Villa Berna	1	0	0	0	1	0	1	1	0	4
CORDOBA	Calamuchita	Villa Ciudad Parque Los Reartes	0	1	0	0	1	0	0	0	0	2
CORDOBA	Calamuchita	Villa Ciudad Parque Los Reartes (1a. Sección)	0	0	0	0	0	0	1	1	0	2
CORDOBA	Calamuchita	Villa Ciudad Parque Los Reartes (3a. Sección)	0	0	0	0	0	0	0	1	0	1
CORDOBA	Calamuchita	Villa del Dique	1	0	0	1	1	1	0	1	0	5
CORDOBA	Calamuchita	Villa El Tala	0	0	0	0	0	0	0	0	0	0
CORDOBA	Calamuchita	Villa General Belgrano	0	1	0	0	1	1	1	1	1	6
CORDOBA	Calamuchita	Villa La Rivera	0	0	0	0	0	0	0	0	0	0
CORDOBA	Calamuchita	Villa Quillinzo	0	0	0	0	0	0	0	1	0	1
CORDOBA	Calamuchita	Villa Rumipal	0	0	0	1	1	1	1	1	0	5
CORDOBA	Calamuchita	Villa San Miguel	0	0	0	0	0	1	0	1	0	2
CORDOBA	Calamuchita	Villa Yacanto	0	0	0	0	1	1	1	1	0	4
CORDOBA	Capital	Córdoba	1	1	1	1	1	1	1	1	1	9
CORDOBA	Capital	Jardín Arenales	0	0	0	0	1	1	0	0	0	2
CORDOBA	Capital	La Floresta	0	0	0	0	1	1	0	0	0	2
CORDOBA	Colón	1 De Agosto	0	0	0	0	1	1	0	0	0	2
CORDOBA	Colón	Agua de Oro	1	0	0	1	1	1	0	1	0	5
CORDOBA	Colón	Almirante Brown	0	0	0	0	0	0	0	0	0	0
